frozen_variant_id,canonical_key,policy,kwargs,kwargs_json,complexity,note,command,hash8
ff_severity_als_coverage_fairness_zone_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_severity"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}""",84b22afc
ff_severity_als_coverage_fairness_zone_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_severity"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",abe6d7b3
ff_severity_als_coverage_guardrail,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_guardrail"": true, ""use_severity"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True}""",532d03e4
ff_severity_als_coverage_guardrail_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_guardrail"": true, ""use_severity"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True}""",5e80febc
ff_severity_als_coverage_guardrail_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True}""",3fa35714
ff_severity_als_coverage_guardrail_fairness_2,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True}""",93a4545e
ff_severity_als_coverage_guardrail_fairness_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}""",82c77dee
ff_severity_als_coverage_guardrail_fairness_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}""",e69e56d4
ff_severity_als_coverage_guardrail_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}""",92070797
ff_severity_als_coverage_guardrail_fairness_fairness_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}""",b771c9a5
ff_severity_als_coverage_guardrail_fairness_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",39305a4e
ff_severity_als_coverage_guardrail_fairness_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",519ffdd1
ff_severity_als_coverage_guardrail_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}""",bcefcf5b
ff_severity_als_coverage_guardrail_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",8876aaee
ff_severity_als_coverage_guardrail_fairness_zone_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}""",277ee17e
ff_severity_als_coverage_guardrail_fairness_zone_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",2b5d6530
ff_severity_als_coverage_guardrail_urban,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True}""",f0891231
ff_severity_als_coverage_guardrail_urban_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}""",724cda44
ff_severity_als_coverage_guardrail_urban_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}""",e34caa5f
ff_severity_als_coverage_guardrail_urban_fairness_2,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",b5506190
ff_severity_als_coverage_guardrail_urban_fairness_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}""",dbafd333
ff_severity_als_coverage_guardrail_urban_fairness_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",588e0347
ff_severity_als_coverage_guardrail_urban_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",1349e11f
ff_severity_als_coverage_guardrail_urban_fairness_fairness_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",7eff9db3
ff_severity_als_coverage_guardrail_urban_fairness_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",9,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",35d5ca2e
ff_severity_als_coverage_guardrail_urban_fairness_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",9,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",2831ac8b
ff_severity_als_coverage_guardrail_urban_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",29957acb
ff_severity_als_coverage_guardrail_urban_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",5ca74b85
ff_severity_als_coverage_guardrail_urban_fairness_zone_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",9c0f05e2
ff_severity_als_coverage_guardrail_urban_fairness_zone_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",8,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",2022bd82
ff_severity_als_coverage_guardrail_urban_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",21609b0a
ff_severity_als_coverage_guardrail_urban_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_guardrail"":true,""use_severity"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",1747bb73
ff_severity_als_coverage_guardrail_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_zone_weights': True}""",93135e71
ff_severity_als_coverage_guardrail_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_guardrail"":true,""use_severity"":true,""use_zone_weights"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_guardrail"": true, ""use_severity"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}""",5a82da87
ff_severity_als_coverage_urban,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_severity"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True}""",8352b2aa
ff_severity_als_coverage_urban_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_severity"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True}""",1f82e212
ff_severity_als_coverage_urban_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_severity"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True}""",dfbac8af
ff_severity_als_coverage_urban_fairness_2,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness_weight"": true, ""use_severity"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",eaf14a18
ff_severity_als_coverage_urban_fairness_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_severity"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}""",177d1307
ff_severity_als_coverage_urban_fairness_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_severity"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",0e31fdf1
ff_severity_als_coverage_urban_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_severity"":true,""use_urban_boost"":true}",feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_severity"": true, ""use_urban_boost"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",30ad6db7
